,company
6588,21302
6589,21302
6590,21302
6591,21302
6592,39037817
6593,24705
6594,467859
6595,3496049
6596,15250774
6597,15250774
6598,70099120
6599,981260
6600,166704
6601,18394976
6602,389010
6603,389010
6604,28659383
6605,71623953
6606,71623953
6607,1595546
6608,7271022
6609,29014416
6610,1636986
6611,5391608
6612,741728
6613,68791
6614,15073971
6615,6739590
6616,202276
6617,237063
6618,11187995
6619,165742
6620,166529
6621,6333
6622,157321
6623,12626548
6624,12626548
6625,556080
6626,504136
6627,5009
6628,5009
6629,554182
6630,8095
6631,429093
6632,1710460
6633,3030694
6634,165742
6635,1336735
6636,163627
6637,64268227
6638,14066022
6639,2707889
6640,1380153
6641,2920036
6642,13981593
6643,13981593
6644,13981593
6645,10173880
6646,2926515
6647,28462
6648,8586
6649,8586
6650,8586
6651,8586
6652,162590
6653,3030694
6654,166529
6655,166529
6656,916626
6657,37064138
6658,4994365
6659,2220078
6660,3534875
6661,521052
6662,46332
6663,11857
6664,166859
6665,4923
6666,952196
6667,27221633
6668,18376982
6669,801333
6670,801333
6671,166740
6672,100164
6673,165977
6674,165977
6675,1555187
6676,1555187
6677,8586
6678,1039568
6679,3252088
6680,3252088
6681,18526157
6682,1549623
6683,851462
6684,29014416
6685,164700
6686,23585
6687,9363355
6688,2919540
6689,2919540
6690,16971
6691,18739
6692,166859
6693,8586
6694,10417288
6695,3769390
6696,3933
6697,1039568
6698,8586
6699,564956
6700,12581730
6701,68776384
6702,24205
6703,560127
6704,44136
6705,44136
6706,15073971
6707,5710683
6708,8586
6709,1780487
6710,11257500
6711,8586
6712,8586
6713,636200
6714,636200
6715,636200
6716,2242819
6717,2242819
6718,8586
6719,8586
6720,2637508
6721,8586
6722,8586
6723,2413358
6724,46332
6725,18304009
6726,17916579
6727,18807294
6728,166529
6729,8586
6730,13070462
6731,14066022
6732,41230
6733,166824
6734,166824
6735,720828
6736,163550
6737,3273282
6738,10961240
6739,33230931
6740,166529
6741,166529
6742,351311
6743,11493060
6744,999213
6745,1265294
6746,8586
6747,8586
6748,1921744
6749,1921744
6750,1617918
6751,10503
6752,23585
6753,383718
6754,68791
6755,50853
6756,11510380
6757,14205
6758,14205
6759,14205
6760,1698206
6761,9271687
6762,13983775
6763,30691792
6764,8586
6765,6955755
6766,166283
6767,8148
6768,166637
6769,165233
6770,166761
6771,2920036
6772,346096
6773,1344807
6774,2920036
6775,79418213
6776,13013172
6777,1982726
6778,2919540
6779,75003567
6780,9385243
6781,225352
6782,18116834
6783,5365772
6784,18668695
6785,596185
6786,23585
6787,6333
6788,6333
6789,6333
6790,258890
6791,2780038
6792,14975
6793,18116660
6794,2327149
6795,14205
6796,27314
6797,2857351
6798,28615613
6799,165742
6800,8586
6801,12693
6802,11378410
6803,11444066
6804,16254990
6805,8586
6806,60138
6807,21302
6808,5181959
6809,5181959
6810,2636225
6811,2530924
6812,5181959
6813,4815
6814,18776174
6815,8679908
6816,71626264
6817,6502
6818,48463
6819,20338442
6820,67255216
6821,67255216
6822,166529
6823,166529
6824,106303
6825,72408725
6826,3862971
6827,2633739
6828,8311
6829,601241
6830,18265916
6831,955663
6832,955663
6833,955663
6834,27229596
6835,55340
6836,64845005
6837,70099120
6838,209268
6839,69199
6840,69199
6841,69199
6842,69199
6843,166859
6844,15138342
6845,4160
6846,4160
6847,4160
6848,28809
6849,2919540
6850,58739
6851,1590236
6852,56236417
6853,255162
6854,23354
6855,5222843
6856,5222843
6857,103721
6858,15113
6859,8586
6860,166529
6861,251738
6862,10191458
6863,32664
6864,751174
6865,166740
6866,166740
6867,4160
6868,13283049
6869,11880
6870,227978
6871,1329058
6872,2912100
6873,117394
6874,13283049
6875,163880
6876,37024087
6877,37024087
6878,8586
6879,310637
6880,101531
6881,2498391
6882,11333481
6883,11333481
6884,2647099
6885,2647099
6886,568667
6887,5208813
6888,10047615
6889,96622
6890,10598867
6891,242368
6892,8586
6893,40310
6894,980926
6895,163147
6896,163147
6897,436351
6898,65773104
6899,59028
6900,72327
6901,1114612
6902,166529
6903,11156749
6904,14066022
6905,21302
6906,2919540
6907,18637237
6908,40494
6909,133618
6910,213992
6911,117394
6912,3603608
6913,15248561
6914,166529
6915,166529
6916,725072
6917,23585
6918,11493060
6919,1707420
6920,14066022
6921,6148892
6922,1289265
6923,4993186
6924,564236
6925,215142
6926,10586981
6927,122286
6928,294125
6929,15092335
6930,166529
6931,64268227
6932,64268227
6933,123933
6934,71623953
6935,71623953
6936,255162
6937,23354
6938,7198
6939,9349301
6940,28672938
6941,73785723
6942,692920
6943,2919540
6944,28809
6945,5374485
6946,2438
6947,3027
6948,3027
6949,3027
6950,3027
6951,3027
6952,5106
6953,379477
6954,991908
6955,6865
6956,3030694
6957,15097348
6958,29906516
6959,16268733
6960,3198510
6961,27119562
6962,10173880
6963,9450387
6964,18054516
6965,2220078
6966,2220078
6967,13981593
6968,399098
6969,10913417
6970,956842
6971,2220078
6972,3030694
6973,15097348
6974,3030694
6975,5350209
6976,5350209
6977,15096617
6978,165790
6979,16244874
6980,28159805
6981,165743
6982,165743
6983,46594
6984,25155383
6985,10589417
6986,17914958
6987,2919540
6988,2919540
6989,35661
6990,2919540
6991,36363
6992,2113
6993,15101634
6994,11493060
6995,11493060
6996,675714
6997,11850709
6998,10191458
6999,1762087
7000,69186
7001,13976501
7002,215142
7003,10407733
7004,40313
7005,582024
7006,582024
7007,582024
7008,71623953
7009,71623953
7010,10545512
7011,700369
7012,700369
7013,8586
7014,372055
7015,165743
7016,15091827
7017,13488
7018,1647
7019,166740
7020,148072
7021,164549
7022,387274
7023,5104905
7024,5104905
7025,2526836
7026,1296139
7027,2221339
7028,19183899
7029,360686
7030,3714314
7031,2327149
7032,6609672
7033,10077571
7034,10845973
7035,42908
7036,162590
7037,42908
7038,2926515
7039,11186391
7040,7198
7041,8586
7042,122225
7043,18563090
7044,4043
7045,52363
7046,210520
7047,210520
7048,166859
7049,11481567
7050,42405
7051,6901
7052,3261961
7053,5524
7054,27148342
7055,34300
7056,877777
7057,877777
7058,1105412
7059,11361
7060,27226226
7061,166740
7062,166740
7063,166529
7064,166529
7065,8586
7066,92540439
7067,1603695
7068,2412804
7069,76878735
7070,76878735
7071,7082122
7072,11011081
7073,3243922
7074,3243922
7075,3273282
7076,18710199
7077,927628
7078,165742
7079,10569006
7080,1296139
7081,1296139
7082,1296139
7083,18457787
7084,34838
7085,19127861
7086,472410
7087,10569006
7088,496838
7089,27314
7090,15463
7091,77458315
7092,26639
7093,67192
7094,166529
7095,92300
7096,2725478
7097,9408181
7098,407637
7099,487538
7100,11361
7101,1458492
7102,625800
7103,109977
7104,109977
7105,109977
7106,166740
7107,166740
7108,166529
7109,1213136
7110,1213136
7111,74682
7112,31856952
7113,10586981
7114,166859
7115,516293
7116,8253530
7117,8586
7118,8586
7119,8586
7120,71030267
7121,15073971
7122,23585
7123,23585
7124,3620726
7125,3620726
7126,3620726
7127,2633739
7128,2688962
7129,15463
7130,12981598
7131,10216594
7132,46926
7133,5234
7134,2638889
7135,2638889
7136,15790
7137,157267
7138,28462
7139,18213588
7140,10843501
7141,859489
7142,18424330
7143,166529
7144,165742
7145,18056
7146,165790
7147,165790
7148,25083101
7149,166236
7150,28462
7151,28462
7152,219393
7153,219393
7154,166740
7155,166740
7156,23585
7157,18054516
7158,4993186
7159,213992
7160,7388626
7161,2920036
7162,15114113
7163,166704
7164,18054516
7165,18054516
7166,14042239
7167,166164
7168,3540
7169,9371944
7170,8586
7171,11493060
7172,491978
7173,3534875
7174,3605
7175,1296139
7176,505464
7177,67205
7178,258890
7179,285254
7180,166740
7181,166529
7182,3960
7183,3960
7184,3960
7185,20338442
7186,20338442
7187,20338442
7188,20338442
7189,3931809
7190,2853370
7191,18698136
7192,2498391
7193,166529
7194,2168614
7195,1326977
7196,639155
7197,4923
7198,8586
7199,5110
7200,9281693
7201,3273282
7202,13584
7203,10436583
7204,10436583
7205,18054516
7206,18054516
7207,266872
7208,266872
7209,15790
7210,2220078
7211,6901
7212,1982726
7213,433455
7214,1430
7215,302068
7216,13190014
7217,3247643
7218,980926
7219,34838
7220,93158430
7221,3069
7222,166859
7223,232299
7224,9186214
7225,9186214
7226,66584747
7227,2485670
7228,45140
7229,675714
7230,1568723
7231,13619632
7232,19047271
7233,20338442
7234,20338442
7235,163536
7236,163536
7237,14066022
7238,165426
7239,14066022
7240,1232323
7241,4923
7242,348309
7243,12600
7244,3824477
7245,38374
7246,1222399
7247,42405
7248,18512803
7249,2427738
7250,227978
7251,68963
7252,495271
7253,165742
7254,636200
7255,636200
7256,741728
7257,8918
7258,2682149
7259,32664
7260,939160
7261,1855756
7262,1630222
7263,108571
7264,8586
7265,166859
7266,5059250
7267,63753
7268,63753
7269,166740
7270,166740
7271,10569006
7272,496838
7273,2327149
7274,980926
7275,980926
7276,10886807
7277,2413358
7278,24681
7279,24681
7280,24681
7281,1398542
7282,785808
7283,16215894
7284,3273282
7285,2920036
7286,2127019
7287,4371
7288,13797
7289,13797
7290,164994
7291,15093461
7292,15093461
7293,165743
7294,21898
7295,166529
7296,10583463
7297,314569
7298,45653
7299,15073971
7300,400092
7301,3116743
7302,8311
7303,8311
7304,8311
7305,8311
7306,1174353
7307,82737112
7308,23585
7309,164994
7310,165743
7311,594111
7312,5917695
7313,18054516
7314,18054516
7315,266872
7316,266872
7317,909395
7318,2220078
7319,2220078
7320,5077
7321,5077
7322,5077
7323,5077
7324,8586
7325,217430
7326,75756699
7327,9126
7328,86661394
7329,8586
7330,9202885
7331,18394745
7332,5017909
7333,2004
7334,5536
7335,1042624
7336,13715500
7337,1213136
7338,1213136
7339,74682
7340,31856952
7341,166529
7342,166529
7343,2454
7344,9433311
7345,2857630
7346,2857630
7347,164994
7348,56236417
7349,2406371
7350,56435897
7351,10260068
7352,7423671
7353,157267
7354,2701567
7355,1727619
7356,1727619
7357,13250378
7358,32664
7359,521052
7360,30691792
7361,30691792
7362,15961
7363,10130790
7364,3540
7365,3540
7366,3540
7367,3030694
7368,3030694
7369,15225612
7370,2498391
7371,448072
7372,50887
7373,10578649
7374,10578649
7375,10578649
7376,27438
7377,1190371
7378,1190371
7379,222781
7380,79743513
7381,479773
7382,24882179
7383,166283
7384,166283
7385,166283
7386,166283
7387,166283
7388,325756
7389,10890861
7390,166283
7391,166283
7392,203436
7393,166283
7394,3885198
7395,10475608
7396,5042814
7397,639264
7398,14165
7399,982189
7400,166283
7401,28212
7402,10273352
7403,639264
7404,10273352
7405,72035
7406,10262043
7407,11074637
7408,10077097
7409,479690
7410,80600874
7411,22277
7412,80600874
7413,10571168
7414,3682904
7415,166283
7416,166283
7417,2763277
7418,15100279
7419,304826
7420,692207
7421,692207
7422,10598867
7423,166283
7424,5242358
7425,27130
7426,2821655
7427,166283
7428,5003582
7429,166283
7430,3740012
7431,3740012
7432,3808625
7433,3808625
7434,13464442
7435,72035
7436,72035
7437,28830409
7438,2288
7439,11699226
7440,2876448
7441,3096241
7442,2206545
7443,81507992
7444,81507992
7445,166283
7446,3848402
7447,7507047
7448,79838092
7449,166283
7450,27122978
7451,27122978
7452,6058558
7453,27154866
7454,27154866
7455,20480535
7456,5104740
7457,166283
7458,1231515
7459,1231515
7460,166283
7461,166283
7462,103242
7463,166283
7464,166283
7465,66719
7466,66719
7467,10106702
7468,10106702
7469,5242358
7470,11417586
7471,4160
7472,5524
7473,554182
7474,2562699
7475,2562699
7476,2562699
7477,13364448
7478,9297365
7479,20480535
7480,126888
7481,163473
7482,750445
7483,750445
7484,18999422
7485,18457787
7486,2046895
7487,655310
7488,655310
7489,96020
7490,166283
7491,4923
7492,10454699
7493,10494365
7494,166283
7495,17120
7496,1819573
7497,64392
7498,166283
7499,10048388
7500,593841
7501,2018385
7502,166283
7503,49107960
7504,49107960
7505,6413648
7506,2706261
7507,5106
7508,163473
7509,35747
7510,35747
7511,35747
7512,5907569
7513,166283
7514,166283
7515,16236478
7516,163473
7517,5372
7518,79650088
7519,166283
7520,166283
7521,13602350
7522,10812094
7523,41314888
7524,41314888
7525,166283
7526,1483044
7527,10913791
7528,166283
7529,3654240
7530,750445
7531,27108975
7532,3504313
7533,166283
7534,2340783
7535,596185
7536,50100
7537,166529
7538,166283
7539,1953412
7540,18291296
7541,166283
7542,166283
7543,5256505
7544,5256505
7545,3848865
7546,11471462
7547,121887
7548,15245628
7549,1709789
7550,5046700
7551,1709789
7552,13441186
7553,78384359
7554,207190
7555,276104
7556,276104
7557,1236608
7558,639264
7559,100515
7560,236600
7561,236600
7562,6148892
7563,166283
7564,18004871
7565,27119562
7566,163473
7567,65678383
7568,65678383
7569,65678383
7570,65678383
7571,35477162
7572,166283
7573,166283
7574,166283
7575,166283
7576,35747
7577,1907946
7578,166283
7579,750445
7580,362624
7581,11059328
7582,7943887
7583,7943887
7584,7943887
7585,7943887
7586,1594050
7587,1594050
7588,166283
7589,3060712
7590,35694949
7591,37068170
7592,5679821
7593,17968664
7594,17968664
7595,4371
7596,4371
7597,166283
7598,236600
7599,236600
7600,6148892
7601,28985492
7602,28985492
7603,28985492
7604,639264
7605,163473
7606,166283
7607,18431345
7608,639264
7609,17968664
7610,12465832
7611,293964
7612,293964
7613,18901256
7614,65678383
7615,18901256
7616,10162610
7617,2807193
7618,27738
7619,27174449
7620,1503
7621,8738045
7622,166283
7623,2620735
7624,64578
7625,11287864
7626,4923
7627,166283
7628,133218
7629,18969688
7630,18969688
7631,163473
7632,10595504
7633,28423178
7634,28423178
7635,2642350
7636,2642350
7637,2642350
7638,5241756
7639,17968664
7640,1939039
7641,166283
7642,5305666
7643,5242358
7644,1236608
7645,35975
7646,268456
7647,163550
7648,10467596
7649,19068663
7650,166283
7651,2673436
7652,166283
7653,750445
7654,8477515
7655,166283
7656,11707157
7657,11707157
7658,70099120
7659,70099120
7660,166283
7661,6901
7662,6901
7663,580619
7664,580619
7665,166283
7666,3147
7667,15095344
7668,163473
7669,24771139
7670,13975797
7671,9245817
7672,9245817
7673,166283
7674,2411356
7675,166283
7676,9790
7677,10791106
7678,166805
7679,5424545
7680,4992777
7681,1335296
7682,73071546
7683,2500157
7684,18088675
7685,166283
7686,166283
7687,569015
7688,750445
7689,28451476
7690,166283
7691,166283
7692,166283
7693,11053496
7694,74793934
7695,37510965
7696,166283
7697,166283
7698,166283
7699,11045987
7700,166283
7701,7406300
7702,2112310
7703,2112310
7704,1407480
7705,265525
7706,265525
7707,163473
7708,5241756
7709,5241756
7710,18776174
7711,1421618
7712,66719
7713,6451760
7714,896688
7715,166283
7716,27221633
7717,6645688
7718,166283
7719,903758
7720,27232616
7721,1080391
7722,4923
7723,27180474
7724,15093461
7725,166283
7726,166283
7727,37068170
7728,166283
7729,2286027
7730,166283
7731,163722
7732,7965973
7733,166283
7734,166283
7735,166529
7736,639155
7737,166283
7738,8148
7739,166283
7740,166283
7741,2588417
7742,10571168
7743,52902
7744,52902
7745,4923
7746,2368665
7747,203436
7748,166283
7749,18080292
7750,11059328
7751,166283
7752,166283
7753,15245628
7754,64392
7755,64392
7756,10106702
7757,4987991
7758,207470
7759,1349
7760,1349
7761,1349
7762,1349
7763,6966195
7764,6966195
7765,166283
7766,27174449
7767,4822117
7768,56470
7769,1695691
7770,166283
7771,639264
7772,17468
7773,5242358
7774,166283
7775,84179
7776,980899
7777,17968664
7778,596185
7779,166283
7780,17986203
7781,163473
7782,24771139
7783,13975797
7784,3651053
7785,3651053
7786,7485220
7787,1291555
7788,11369083
7789,11369083
7790,10381866
7791,166283
7792,10081120
7793,10162610
7794,2620735
7795,6966195
7796,6966195
7797,13035102
7798,13035102
7799,166283
7800,3238625
7801,3238625
7802,33281
7803,71623953
7804,166283
7805,13292742
7806,166283
7807,3592662
7808,977005
7809,977005
7810,343453
7811,3250270
7812,10162610
7813,166283
7814,18035907
7815,13128
7816,166283
7817,4923
7818,5080349
7819,11050885
7820,11050885
7821,10208976
7822,468648
7823,468648
7824,166283
7825,468648
7826,5042814
7827,5305666
7828,166283
7829,166283
7830,11510380
7831,9348440
7832,49116
7833,3592662
7834,166283
7835,1623091
7836,166283
7837,166283
7838,12987576
7839,9461329
7840,10355732
7841,11006326
7842,32150
7843,35747
7844,164324
7845,4923
7846,4923
7847,15259345
7848,166283
7849,163473
7850,166283
7851,10905389
7852,163473
7853,5147181
7854,5147181
7855,5147181
7856,166283
7857,35654365
7858,639264
7859,35747
7860,5524
7861,2340783
7862,166283
7863,3654240
7864,3654240
7865,537451
7866,7485220
7867,166283
7868,166283
7869,3651053
7870,596185
7871,26225188
7872,26225188
7873,10273352
7874,2712510
7875,166283
7876,1066674
7877,750445
7878,750445
7879,750445
7880,166283
7881,166283
7882,596185
7883,5005010
7884,3961
7885,10374
7886,4923
7887,655310
7888,164897
7889,25032038
7890,596185
7891,2712510
7892,2712510
7893,166283
7894,166283
7895,162868
7896,14785927
7897,14785927
7898,33926293
7899,33926293
7900,33926293
7901,596185
7902,10106702
7903,166283
7904,10149011
7905,3995846
7906,502699
7907,502699
7908,163473
7909,166283
7910,3154
7911,258692
7912,166283
7913,36469196
7914,36469196
7915,166283
7916,15241409
7917,121887
7918,9398192
7919,13303527
7920,15091801
7921,4836517
7922,4836517
7923,4836517
7924,163191
7925,166283
7926,27130
7927,2756806
7928,820545
7929,820545
7930,820545
7931,489095
7932,166283
7933,11510380
7934,15141415
7935,5182357
7936,642741
7937,13457567
7938,13457567
7939,13457567
7940,13457567
7941,5080349
7942,24771139
7943,14847
7944,166283
7945,2785989
7946,2785989
7947,7485220
7948,164324
7949,678838
7950,9369663
7951,9369663
7952,166283
7953,64392
7954,64392
7955,166283
7956,18586257
7957,64691286
7958,3027
7959,64392
7960,166283
7961,166283
7962,594111
7963,594111
7964,166283
7965,88606
7966,655310
7967,4872230
7968,4872230
7969,9643770
7970,502699
7971,7485220
7972,166283
7973,21486
7974,1226127
7975,67323753
7976,13759
7977,166283
7978,5850469
7979,596185
7980,3961767
7981,20480535
7982,10106702
7983,267896
7984,15251212
7985,166283
7986,18326534
7987,166283
7988,8738045
7989,8738045
7990,9829
7991,163473
7992,2917342
7993,10500112
7994,10500112
7995,42318
7996,784507
7997,166283
7998,166283
7999,70099120
8000,20097829
8001,30989179
8002,30989179
8003,28177813
8004,35532523
8005,9361631
8006,163473
8007,5732690
8008,9896047
8009,3085943
8010,18578457
8011,18578457
8012,6650958
8013,10318701
8014,166283
8015,10421018
8016,5290
8017,166283
8018,10598867
8019,10598867
8020,986104
8021,13464442
8022,35654365
8023,35654365
8024,166283
8025,1184047
8026,166283
8027,166283
8028,166283
8029,691170
8030,691170
8031,691170
8032,2633739
8033,34295144
8034,34295144
8035,166283
8036,37068170
8037,53770
8038,30989179
8039,30989179
8040,464241
8041,10106702
8042,3834364
8043,639264
8044,3834364
8045,67571244
8046,2868882
8047,166283
8048,69838615
8049,71773576
8050,166283
8051,166283
8052,167557
8053,10475608
8054,3160409
8055,166283
8056,166283
8057,4827017
8058,17120
8059,4992777
8060,40964
8061,3187479
8062,3651053
8063,976881
8064,166283
8065,976881
8066,976881
8067,5242358
8068,7485220
8069,5252316
8070,5252316
8071,3147
8072,19038500
8073,12452907
8074,27130
8075,166283
8076,7430738
8077,5106
8078,6451760
8079,5524
8080,166213
8081,6653389
8082,62593
8083,750445
8084,166688
8085,18682667
8086,3788989
8087,468648
8088,18613892
8089,18088675
8090,18188846
8091,5042814
8092,166283
8093,2620735
8094,2620735
8095,4807104
8096,639264
8097,74509407
8098,5524
8099,5524
8100,13729663
8101,164700
8102,15073937
8103,166283
8104,166283
8105,11358
8106,5382086
8107,46225
8108,5042814
8109,15776
8110,165998
8111,165998
8112,73124468
8113,3850141
8114,550802
8115,10077097
8116,479690
8117,1819573
8118,2611690
8119,2611690
8120,2611690
8121,3651053
8122,2846843
8123,35654365
8124,64392
8125,2755165
8126,11797508
8127,748731
8128,17965928
8129,17965928
8130,596185
8131,11510380
8132,17986203
8133,2587369
8134,5382086
8135,1483044
8136,1483044
8137,473541
8138,166283
8139,166283
8140,166283
8141,166283
8142,163473
8143,639264
8144,1066674
8145,1066674
8146,1066674
8147,2340783
8148,2288706
8149,7485220
8150,51668120
8151,51668120
8152,9612
8153,9612
8154,166283
8155,2862858
8156,166283
8157,596185
8158,18104178
8159,1418841
8160,1418841
8161,166283
8162,166283
8163,3933
8164,10790344
8165,166283
8166,28676750
8167,2340783
8168,166283
8169,11008286
8170,14803666
8171,71719093
8172,71719093
8173,163473
8174,166283
8175,1594050
8176,163473
8177,166283
8178,163473
8179,43353
8180,164324
8181,164324
8182,71024468
8183,2596265
8184,165007
8185,9177148
8186,35529111
8187,12452530
8188,96020
8189,17941928
8190,17941928
8191,639264
8192,1483044
8193,49107960
8194,27174449
8195,49107960
8196,49107960
8197,2448429
8198,3147
8199,166283
8200,166283
8201,166283
8202,3272127
8203,3272127
8204,36741351
8205,71719093
8206,4923
8207,166283
8208,36865
8209,36865
8210,11850734
8211,64392
8212,166283
8213,10082535
8214,10082535
8215,1092973
8216,4923
8217,1602806
8218,166283
8219,166283
8220,166283
8221,3654240
8222,17964487
8223,3153817
8224,6183
8225,5325596
8226,166283
8227,96020
8228,166283
8229,27170351
8230,3516349
8231,3516349
8232,166639
8233,166639
8234,71719093
8235,13053190
8236,166283
8237,27285027
8238,27285027
8239,2868882
8240,2868882
8241,2868882
8242,1349
8243,3009000
8244,71719093
8245,166283
8246,16260673
8247,18823959
8248,11415
8249,18823959
8250,10790487
8251,18088675
8252,54176
8253,71692487
8254,166283
8255,10593434
8256,596185
8257,596185
8258,1080391
8259,64392
8260,101546
8261,9790
8262,404429
8263,3558
8264,37068170
8265,18326385
8266,14165
8267,10137971
8268,18088675
8269,166283
8270,166283
8271,3817987
8272,6652390
8273,6652390
8274,166283
8275,7485220
8276,64685594
8277,163722
8278,18088675
8279,2638993
8280,166283
8281,11510380
8282,11510380
8283,11510380
8284,11510380
8285,3055688
8286,14064608
8287,43352617
8288,10436583
8289,70099120
8290,13035102
8291,9142629
8292,166283
8293,596185
8294,596185
8295,10564108
8296,14165
8297,4859020
8298,1620484
8299,166283
8300,166283
8301,5461
8302,5461
8303,276385
8304,276385
8305,276385
8306,596185
8307,166283
8308,166283
8309,1483044
8310,3148403
8311,29906516
8312,162961
8313,5242358
8314,639264
8315,5521
8316,5521
8317,166283
8318,166283
8319,1504373
8320,166283
8321,834590
8322,15146616
8323,675376
8324,675376
8325,166283
8326,166283
8327,593841
8328,96020
8329,24205
8330,5374485
8331,165742
8332,2877
8333,165742
8334,330366
8335,330366
8336,74531243
8337,5050526
8338,18595540
8339,165742
8340,165742
8341,343881
8342,343881
8343,165742
8344,165742
8345,165742
8346,165742
8347,20085984
8348,15094947
8349,18054516
8350,521052
8351,6598158
8352,17908006
8353,2564330
8354,2564330
8355,2564330
8356,165742
8357,927628
8358,427781
8359,165742
8360,451120
8361,494462
8362,5114
8363,27972
8364,27972
8365,25908
8366,64268227
8367,165742
8368,1202765
8369,34300
8370,34300
8371,243693
8372,3302167
8373,165742
8374,165742
8375,35487931
8376,3030694
8377,67121459
8378,165742
8379,207470
8380,1114612
8381,6376
8382,9429464
8383,207470
8384,3311135
8385,60783127
8386,354331
8387,354331
8388,354331
8389,34226387
8390,2009824
8391,35237
8392,165742
8393,165742
8394,165742
8395,165742
8396,700369
8397,281150
8398,281150
8399,165742
8400,165742
8401,165742
8402,1349
8403,1349
8404,6901
8405,5738
8406,40528
8407,18008409
8408,18008409
8409,165742
8410,165742
8411,769706
8412,246832
8413,246832
8414,15217750
8415,10383137
8416,6451760
8417,6451760
8418,8003
8419,3049738
8420,2846411
8421,163446
8422,166529
8423,18164
8424,30711784
8425,2073870
8426,2073870
8427,2073870
8428,2073870
8429,165742
8430,165742
8431,2920036
8432,36076
8433,12617789
8434,242955
8435,165742
8436,165742
8437,309694
8438,67255216
8439,80057614
8440,231955
8441,165742
8442,165742
8443,999213
8444,2763819
8445,19070061
8446,66240759
8447,10537230
8448,3357666
8449,429294
8450,239697
8451,239697
8452,165742
8453,126019
8454,4827017
8455,4983
8456,375818
8457,219393
8458,86266806
8459,165742
8460,165742
8461,167012
8462,462248
8463,165742
8464,2620735
8465,41036
8466,5275652
8467,207470
8468,166626
8469,166626
8470,12470
8471,211564
8472,3352133
8473,104533
8474,9768
8475,165742
8476,10905395
8477,8605757
8478,341692
8479,18577950
8480,2696230
8481,165742
8482,165742
8483,165742
8484,165742
8485,2498391
8486,6910
8487,6910
8488,165742
8489,9185464
8490,10464253
8491,165742
8492,165742
8493,281297
8494,42429843
8495,42429843
8496,42429843
8497,15203607
8498,2564330
8499,165742
8500,239150
8501,244356
8502,27057748
8503,43252
8504,5078294
8505,448072
8506,4994365
8507,75756699
8508,2783482
8509,2783482
8510,165742
8511,165742
8512,63846
8513,17908204
8514,165742
8515,12577073
8516,165742
8517,34300
8518,13134
8519,13134
8520,32890
8521,578031
8522,11414496
8523,222035
8524,33515819
8525,64268227
8526,165742
8527,165742
8528,166740
8529,10586981
8530,165742
8531,6901
8532,18858826
8533,23585
8534,23585
8535,10152049
8536,10269253
8537,165742
8538,165742
8539,3030694
8540,165742
8541,5304425
8542,11786436
8543,1423162
8544,16903
8545,270025
8546,165977
8547,21115734
8548,246832
8549,242955
8550,14817081
8551,3296806
8552,3524791
8553,98370
8554,5075989
8555,165742
8556,165742
8557,64268227
8558,68776384
8559,64268227
8560,165742
8561,165742
8562,165742
8563,14739
8564,239150
8565,239150
8566,2967146
8567,162357
8568,166701
8569,64268227
8570,64268227
8571,64268227
8572,2731271
8573,15137521
8574,1204497
8575,1204497
8576,251147
8577,5104905
8578,25091708
8579,165742
8580,1444300
8581,55712
8582,165742
8583,4827017
8584,2590455
8585,3027
8586,1808395
8587,1808395
8588,1808395
8589,213992
8590,1762087
8591,462248
8592,165742
8593,165742
8594,1112495
8595,2846411
8596,165742
8597,165742
8598,165742
8599,165742
8600,26190862
8601,165742
8602,165742
8603,2612398
8604,27221633
8605,14847
8606,165742
8607,165742
8608,927628
8609,927628
8610,20530405
8611,20530405
8612,20530405
8613,165742
8614,18933995
8615,165742
8616,26561427
8617,4714
8618,3297892
8619,45118
8620,4160
8621,166698
8622,1099468
8623,165742
8624,165742
8625,165742
8626,165742
8627,165742
8628,165742
8629,18933937
8630,5874039
8631,396496
8632,6333
8633,5009
8634,11184679
8635,797397
8636,18008409
8637,648869
8638,1314652
8639,165742
8640,10838214
8641,2543729
8642,2309649
8643,49934
8644,10414116
8645,49934
8646,165742
8647,8148
8648,4923
8649,9292501
8650,17914958
8651,8003
8652,1675598
8653,869560
8654,869560
8655,869560
8656,278817
8657,2893217
8658,1371321
8659,15091818
8660,165742
8661,165742
8662,165742
8663,2288368
8664,165742
8665,4849585
8666,4849585
8667,165742
8668,4999373
8669,4999373
8670,4999373
8671,2919540
8672,165742
8673,548439
8674,165742
8675,6376
8676,165742
8677,165742
8678,27025862
8679,10500112
8680,5210086
8681,4827017
8682,927628
8683,1281623
8684,64268227
8685,64268227
8686,6406379
8687,113937
8688,165742
8689,165742
8690,165742
8691,165742
8692,2638889
8693,2638889
8694,12578
8695,12578
8696,10932
8697,10503
8698,18671322
8699,65299635
8700,10331477
8701,165742
8702,1801729
8703,165742
8704,1801729
8705,1801729
8706,1801729
8707,3027
8708,165742
8709,165742
8710,165742
8711,165742
8712,18069199
8713,230286
8714,10352866
8715,15100492
8716,10586981
8717,165742
8718,13579109
8719,13579109
8720,10191458
8721,10105634
8722,162697
8723,69936
8724,69936
8725,69936
8726,69936
8727,28649242
8728,2390351
8729,2390351
8730,2633739
8731,5265217
8732,3925
8733,3925
8734,3925
8735,165742
8736,913970
8737,18114859
8738,18114859
8739,165742
8740,165742
8741,163147
8742,165742
8743,10503
8744,9308747
8745,9373737
